web-scraper-order,web-scraper-start-url,Pagination,Link,Link-href,Brand,Model,Price,Mileage,transmission,Buildyear,fuel type,power,seller,condition,doors,chairs,driveline,apk
"1654878299-303","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=5","BMW 135 Cabrio 135i High Executive Automaat 18"" LMV ClimatNavigatiesysteem, Regensensor, Bochtverlichting, Climate Control, Stoelverwarming, Lederen stuurwiel, Wind deflector, Binnenspiegel automatisch dimmend","https://www.autoscout24.nl/aanbod/bmw-135-cabrio-135i-high-executive-automaat-18-lmv-climat-benzine-zwart-f4a2ce73-b782-4902-8500-48d5c749aa21","BMW","135","€ 19.945,-","116.840 km","Automatisch","12/2009","Benzine","225 kW (306 PK)","Autobedrijf","Gebruikt","2","4","Achter","Nieuw"
"1654877988-275","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Mercedes-Benz SL 63 AMG | Complete historie aanwezig | Distronic | Comand","https://www.autoscout24.nl/aanbod/mercedes-benz-sl-63-amg-complete-historie-aanwezig-distronic-comand-benzine-grijs-27f28ab5-893e-4763-a477-743bdcc9dae0","Mercedes-Benz","SL 63 AMG","€ 54.945,-","106.852 km","Automatisch","08/2008","Benzine","386 kW (525 PK)","Autobedrijf","Gebruikt","2","2","Achter","05/2023"
"1654877844-261","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Mercedes-Benz GL 63 AMG BRABUS 700","https://www.autoscout24.nl/aanbod/mercedes-benz-gl-63-amg-brabus-700-benzine-zwart-d1bd9b6d-4005-4875-8246-81d44cdcf29c","Mercedes-Benz","GL 63 AMG","€ 74.500,-","125.091 km","Automatisch","06/2014","Benzine","410 kW (557 PK)","Autobedrijf","Gebruikt","5","7","4x4","null"
"1654880685-522","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=16","Mercedes-Benz AMG GT 4.0 C | Keramische remmen | Designo lak magno (mat","https://www.autoscout24.nl/aanbod/mercedes-benz-amg-gt-4-0-c-keramische-remmen-designo-lak-magno-mat-benzine-grijs-74b3ca68-0c2d-45c7-bf13-5ce63248b91d","Mercedes-Benz","AMG GT","€ 174.850,-","19.718 km","Automatisch","11/2019","Benzine","410 kW (557 PK)","Autobedrijf","Gebruikt","3","2","Achter","11/2023"
"1654881757-619","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Dodge Coronet hemi","https://www.autoscout24.nl/aanbod/dodge-coronet-hemi-benzine-groen-4b9b6ecb-d592-4347-a5d0-f157ce68ae42","Dodge","Coronet","€ 65.000,-","1.500 km","Half/Semi-automaat","07/1968","Benzine","313 kW (426 PK)","Particulier","Oldtimer","2","2","Achter","null"
"1654877998-276","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Maserati GranCabrio 4.7 MC Stradale styling","https://www.autoscout24.nl/aanbod/maserati-grancabrio-4-7-mc-stradale-styling-benzine-blauw-8adc283d-f1dc-4178-881c-5146dac5c79e","Maserati","GranCabrio","€ 77.500,-","91.515 km","Automatisch","06/2010","Benzine","324 kW (441 PK)","Autobedrijf","Gebruikt","2","4","Achter","Nieuw"
"1654878372-310","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=5","Audi RS6 Avant 4.2 quattro RS6|Youngtimer|NAP|Automaat|Unie","https://www.autoscout24.nl/aanbod/audi-rs6-avant-4-2-quattro-rs6-youngtimer-nap-automaat-unie-benzine-grijs-a84ec682-5546-4435-b73a-9f0d5aa99636","Audi","RS6","€ 19.944,-","228.123 km","Automatisch","01/2004","Benzine","331 kW (450 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654878445-317","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=5","Mercedes-Benz SLC 43 AMG H/K-L7 MEMORY AIRWAVE CAMERA NAVI LEDER STOELVERW","https://www.autoscout24.nl/aanbod/mercedes-benz-slc-43-amg-h-k-l7-memory-airwave-camera-navi-leder-stoelverw-benzine-zwart-95acb41c-7c1b-454c-b0fc-af4acf97c06d","Mercedes-Benz","SLC 43 AMG","€ 55.944,-","20.552 km","Automatisch","07/2017","Benzine","271 kW (368 PK)","Autobedrijf","Gebruikt","2","2","Achter","05/2024"
"1654878973-365","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Ford Mustang Shelby Gt500Navigatiesysteem, Centrale vergrendeling, Airconditioning, Bluetooth","https://www.autoscout24.nl/aanbod/ford-mustang-shelby-gt500-benzine-rood-db26144e-7365-4c7e-94ce-08ac6e7e2d23","Ford","Mustang","€ 63.000,-","79.000 km","Handgeschakeld","06/2012","Benzine","883 kW (1.201 PK)","Particulier","Gebruikt","2","4","Achter","04/2023"
"1654880778-531","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=16","Mercedes-Benz E 220 Estate 220D Widescreen Nav/Cam Business SolutionAltijd 300 auto's op voorraad, inruilen doen we graag","https://www.autoscout24.nl/aanbod/mercedes-benz-e-220-estate-220d-widescreen-nav-cam-business-solution-diesel-zwart-e2a6f323-ce72-48e5-93ed-1edd016f67c2","Mercedes-Benz","E 220","€ 27.900,-1","149.991 km","Automatisch","12/2017","Diesel","143 kW (194 PK)","Autobedrijf","Gebruikt","5","5","Achter","12/2022"
"1654879296-395","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=9","Audi RS3 Sportback 2.5 TFSI Pro Line Plus NL-Auto | 433 pkLED verlichting, 4x4, Navigatiesysteem, Bochtverlichting, Sportonderstel, Alarm, Keyless Entry, Sportstoelen","https://www.autoscout24.nl/aanbod/audi-rs3-sportback-2-5-tfsi-pro-line-plus-nl-auto-433-pk-benzine-zwart-2342f6d4-6df7-4e19-9419-49955ebf1a31","Audi","RS3","€ 42.899,-","83.396 km","Automatisch","08/2015","Benzine","270 kW (367 PK)","Autobedrijf","Gebruikt","5","5","4x4","08/2023"
"1654881932-636","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Mercedes-Benz GLE 53 AMG Coupé 4MATIC+ Premium Plus | Rij-Assist+ | Burmest","https://www.autoscout24.nl/aanbod/mercedes-benz-gle-53-amg-coupe-4matic-premium-plus-rij-assist-burmest-benzine-grijs-15e1b04f-5df9-42b0-97ee-bf28a4f24827","Mercedes-Benz","GLE 53 AMG","€ 154.850,-1","6.948 km","Automatisch","12/2021","Benzine","320 kW (435 PK)","Autobedrijf","Gebruikt","5","5","4x4","12/2025"
"1654879648-427","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=11","Audi Q5 3.0 TDI SQ5 quattro Pro LineSportstoelen, Multifunctioneel stuurwiel, Sportonderstel, Radio, Getinte ramen, Bochtverlichting, Airbag passagier, Parkeerhulp voor","https://www.autoscout24.nl/aanbod/audi-q5-3-0-tdi-sq5-quattro-pro-line-diesel-zwart-ebe049d3-c8dd-4aa1-bdca-8547fe03f691","Audi","Q5","€ 34.950,-","122.235 km","Automatisch","02/2016","Diesel","241 kW (328 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654878133-288","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","Audi SQ5 Audi SQ5 ABT WIDEBODY | B&O | 425 PK |CARBONTelevisie, Panorama dak, Parkeerhulp met camera, Lane Departure Warning Systeem, Zij-airbags, Trekhaak, Centrale deurvergrendeling met afstandsbediening, Geheel digitaal combi-instrument","https://www.autoscout24.nl/aanbod/audi-sq5-audi-sq5-abt-widebody-b-o-425-pk-carbon-benzine-zwart-48e76399-a94d-46cb-80fb-62bc14673267","Audi","SQ5","€ 70.000,-","137.000 km","Automatisch","12/2017","Benzine","313 kW (426 PK)","Particulier","Gebruikt","4","5","4x4","12/2023"
"1654881943-637","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Mercedes-Benz S 580 580 4MATIC *AMG*MBUX*Achterasbesturing*","https://www.autoscout24.nl/aanbod/mercedes-benz-s-580-580-4matic-amg-mbux-achterasbesturing-benzine-grijs-a7da20d9-cef0-43cb-ba54-0fa9999d1ac3","Mercedes-Benz","S 580","€ 194.950,-1","1.375 km","Automatisch","12/2021","Benzine","371 kW (504 PK)","Autobedrijf","Gebruikt","4","5","4x4","Nieuw"
"1654879606-423","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=11","Audi A8 2.0 TFSI Hybrid Pro Line+ Automaat, Leer, opendak,Parkeerhulp met camera, Luchtvering, Open dak, Alarm, LED verlichting, Climate Control, Schakelflippers, Elektrische achterklep","https://www.autoscout24.nl/aanbod/audi-a8-2-0-tfsi-hybrid-pro-line-automaat-leer-opendak-elektro-benzine-zwart-9b7ae26c-7c39-4101-bd71-fda4a041c352","Audi","A8","€ 26.940,-","119.630 km","Automatisch","08/2013","Elektro/Benzine","155 kW (211 PK)","Autobedrijf","Gebruikt","4","5","Voor","08/2022"
"1654881912-634","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","","Mercedes-Benz AMG GT 4.0 S | Performance-uitlaat | Performance-stoelen","https://www.autoscout24.nl/aanbod/mercedes-benz-amg-gt-4-0-s-performance-uitlaat-performance-stoelen-benzine-wit-c33051f1-2839-4b0e-ad08-352298bae0e5","Mercedes-Benz","AMG GT","€ 98.950,-","57.896 km","Automatisch","03/2015","Benzine","375 kW (510 PK)","Autobedrijf","Gebruikt","3","2","Achter","09/2022"
"1654877678-246","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=2","BMW X6 M COMPETITION 625PK LASERLICHT PANORAMADAK4x4, Lane Departure Warning Systeem, Elektrische stoelverstelling, Sportstoelen, LED verlichting, Navigatiesysteem, Multifunctioneel stuurwiel, Stoelverwarming","https://www.autoscout24.nl/aanbod/bmw-x6-m-competition-625pk-laserlicht-panoramadak-benzine-zwart-03cb3e3b-581c-4509-a322-e33cb56a1df5","BMW","X6","€ 139.950,-1","85.303 km","Automatisch","07/2020","Benzine","460 kW (625 PK)","Autobedrijf","Gebruikt","5","4","4x4","Nieuw"
"1654879066-374","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Bentley Continental GTC 4.0 V8 Mulliner 508pk (100% dealer ond.)Alarm, Regensensor, Parkeerhulp met camera, Navigatiesysteem, Startonderbreker, Lederen stuurwiel, 4x4, Climate Control","https://www.autoscout24.nl/aanbod/bentley-continental-gtc-4-0-v8-mulliner-508pk-100-dealer-ond-benzine-zwart-b2b70a5b-5928-4379-9762-1be7634ce609","Bentley","Continental","€ 102.990,-","94.851 km","Automatisch","02/2013","Benzine","374 kW (508 PK)","Autobedrijf","Gebruikt","2","4","4x4","09/2022"
"1654878911-359","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Audi Q8 55TFSI e S-LINE 340PK TREKHAAK STOEL+STUURVERWARMIElektrische stoelverstelling, 4x4, Stuurwielverwarming, Adaptieve Cruise Control, Navigatiesysteem, Airbag bestuurder, Climate Control, Airbag passagier","https://www.autoscout24.nl/aanbod/audi-q8-55tfsi-e-s-line-340pk-trekhaak-stoel-stuurverwarmi-elektro-benzine-grijs-207d7765-314c-4b75-8cdc-f51a57c888e2","Audi","Q8","€ 101.950,-1","33.000 km","Automatisch","12/2020","Elektro/Benzine","250 kW (340 PK)","Autobedrijf","Gebruikt","5","5","4x4","12/2024"
"1654881229-571","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=18","BMW 320 i M-Style sport pakketSportonderstel, Sportstoelen, Parkeerhulp automatisch, Sportpakket, Zij-airbags, Climate Control, Stoelverwarming, Stuurbekrachtiging","https://www.autoscout24.nl/aanbod/bmw-320-i-m-style-sport-pakket-benzine-zwart-bb6574f1-7424-4e03-8f1b-3967869fab88","BMW","320","€ 12.500,-","131.100 km","Handgeschakeld","11/2010","Benzine","125 kW (170 PK)","Particulier","Gebruikt","4","5","Achter","11/2022"
"1654877854-262","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Mercedes-Benz E 53 AMG 4Matic Premium Plus PANO* Widescreen *360 camera","https://www.autoscout24.nl/aanbod/mercedes-benz-e-53-amg-4matic-premium-plus-pano-widescreen-360-camera-benzine-885a37a6-8682-4c3b-89b1-21fd5e40f6cc","Mercedes-Benz","E 53 AMG","€ 79.900,-","48.777 km","Automatisch","04/2019","Benzine","321 kW (436 PK)","Autobedrijf","Gebruikt","4","5","4x4","null"
"1654880052-464","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=13","Porsche Panamera GTS 4.0 Sport Chrono Panorama dakElektrische achterklep, LED verlichting, Apple CarPlay, Parkeerhulp met camera, Navigatiesysteem, Panorama dak, Centrale deurvergrendeling met afstandsbediening, Elektrisch verstelbare buitenspiegels","https://www.autoscout24.nl/aanbod/porsche-panamera-gts-4-0-sport-chrono-panorama-dak-benzine-grijs-c87bc6d1-e2bf-4bd3-b989-316eba36be56","Porsche","Panamera","€ 114.980,-1","74.578 km","Automatisch","12/2018","Benzine","338 kW (460 PK)","Autobedrijf","Gebruikt","5","4","4x4","12/2022"
"1654880798-533","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=16","Overig A Ferrai 456 Youngtimer Belegging GT V12 442pk Zil","https://www.autoscout24.nl/aanbod/others-others-a-ferrai-456-youngtimer-belegging-gt-v12-442pk-zil-benzine-zilver-f21a1a2f-2419-4378-b94a-4a20ea6828f7","Overig","","€ 59.900,-","72.606 km","Automatisch","03/1997","Benzine","325 kW (442 PK)","Autobedrijf","Gebruikt","2","4","Achter","null"
"1654877802-258","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=2","Nissan 200 SX 2.0-16V Custom Rocket Bunny","https://www.autoscout24.nl/aanbod/nissan-200-sx-2-0-16v-custom-rocket-bunny-benzine-rood-07d76158-55cc-4d8b-ae90-2c3bd3a6646d","Nissan","200 SX","€ 27.950,-","193.292 km","Handgeschakeld","05/1997","Benzine","239 kW (325 PK)","Autobedrijf","Gebruikt","2","4","Achter","null"
"1654880888-539","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=17","BMW 435 Gran Coupé 435i xDrive High Executive | BMW Head-USportpakket, Noodoproepsysteem, Elektrische achterklep, Start/Stop-systeem, Climate Control, Airbag passagier, Head-up display, Regensensor","https://www.autoscout24.nl/aanbod/bmw-435-gran-coupe-435i-xdrive-high-executive-bmw-head-u-benzine-zwart-e58e0190-71ad-4eca-8c19-7187afe9ad51","BMW","435","€ 32.880,-","106.199 km","Automatisch","02/2015","Benzine","225 kW (306 PK)","Autobedrijf","Gebruikt","5","5","4x4","09/2022"
"1654878766-346","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=7","Audi A3 Sportback (ex. BTW) 1.4 e-tron 204pk S-Line PrivacBandenspanningscontrolesysteem, Airbag passagier, LED verlichting, Elektrisch verstelbare buitenspiegels, Zij-airbags, Lane Departure Warning Systeem, Getinte ramen, Grootlichtassistent","https://www.autoscout24.nl/aanbod/audi-a3-sportback-ex-btw-1-4-e-tron-204pk-s-line-privac-elektro-benzine-blauw-61bf58c4-30df-4b1d-82cc-4811f5321de8","Audi","A3","€ 24.064,-1","120.783 km","Automatisch","10/2016","Elektro/Benzine","150 kW (204 PK)","Autobedrijf","Gebruikt","5","5","Voor","Nieuw"
"1654879255-391","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=9","Mercedes-Benz GLE 63 AMG GLE 63 AMG COUPE VOLL. HISTORIESportonderstel, Sportstoelen, LED verlichting, Airbag passagier, 4x4, Lichtmetalen velgen, Airbag bestuurder, Elektrische achterklep","https://www.autoscout24.nl/aanbod/mercedes-benz-gle-63-amg-gle-63-amg-coupe-voll-historie-benzine-zwart-c4704a8c-0903-4c15-90e9-5f40c55cb350","Mercedes-Benz","GLE 63 AMG","€ 73.450,-","93.959 km","Automatisch","06/2017","Benzine","410 kW (557 PK)","Autobedrijf","Gebruikt","5","5","4x4","11/2023"
"1654880404-497","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=14","BMW 120 Coupé 120i M Sport ORIG.NL [ Xenon Leder Navi profSportonderstel, Sportstoelen, Airbag bestuurder, Navigatiesysteem, Xenon verlichting, Centrale deurvergrendeling met afstandsbediening, Start/Stop-systeem, Stoelverwarming","https://www.autoscout24.nl/aanbod/bmw-120-coupe-120i-m-sport-orig-nl-xenon-leder-navi-prof-benzine-wit-ba42fe6e-2fe1-4177-b140-fbf12a5f272d","BMW","120","€ 15.945,-","99.855 km","Handgeschakeld","01/2012","Benzine","125 kW (170 PK)","Autobedrijf","Gebruikt","2","4","null","06/2023"
"1654878632-334","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=6","Audi A5 SPORTBACK 3.0 TFSI QUATTRO Pro Line Aut. [ B&O SouNavigatiesysteem, Boordcomputer, Traction Control, Parkeerhulp voor, Climate Control, Stoelverwarming, Schakelflippers, Start/Stop-systeem","https://www.autoscout24.nl/aanbod/audi-a5-sportback-3-0-tfsi-quattro-pro-line-aut-b-o-sou-benzine-wit-456f5cd5-e33a-4eb6-8829-a5e0e9c262a7","Audi","A5","€ 27.945,-","127.582 km","Automatisch","05/2013","Benzine","245 kW (333 PK)","Autobedrijf","Gebruikt","5","4","null","05/2023"
"1654881622-607","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=20","Volvo S60 3.0 T6 AWD R-Design 351PK incl. POLESTAR TUNING/ ANavigatiesysteem, Open dak, 4x4, Schakelflippers, Emergency Brake Assist, Climate Control, Sportstoelen, Elektrische ramen","https://www.autoscout24.nl/aanbod/volvo-s60-3-0-t6-awd-r-design-351pk-incl-polestar-tuning-a-benzine-zwart-cd9654cb-0ba9-499a-8e57-5ff23d6ff567","Volvo","S60","€ 29.950,-","77.859 km","Automatisch","08/2016","Benzine","258 kW (351 PK)","Autobedrijf","Gebruikt","4","5","4x4","04/2023"
"1654880623-517","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=15","Audi Q3 40 TFSI q. ProLineSElektrische stoelverstelling, 4x4, Geheel digitaal combi-instrument, Parkeerhulp voor, Noodoproepsysteem, LED verlichting, Sfeerverlichting, Keyless Entry","https://www.autoscout24.nl/aanbod/audi-q3-40-tfsi-q-prolines-benzine-zwart-399fc0b6-eb9b-40fd-a332-3438ac7bece0","Audi","Q3","€ 46.000,-","31.315 km","Automatisch","08/2019","Benzine","140 kW (190 PK)","Particulier","Gebruikt","4","5","4x4","08/2023"
"1654880602-515","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=15","Audi TT ROADSTER 2.0 TFSI 230pk QUATTRO S-Line Aut. [ VirtSportstoelen, LED verlichting, Schakelflippers, Sportonderstel, Climate Control, Multifunctioneel stuurwiel, Navigatiesysteem, Stoelverwarming","https://www.autoscout24.nl/aanbod/audi-tt-roadster-2-0-tfsi-230pk-quattro-s-line-aut-virt-benzine-grijs-c3b70de3-eb01-4ce0-af27-f08b858fb88a","Audi","TT","€ 31.945,-1","101.169 km","Automatisch","09/2016","Benzine","169 kW (230 PK)","Autobedrijf","Gebruikt","2","2","null","09/2023"
"1654881364-583","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=19","BMW 420 GRAN COUPE AUT STEPTRONIC EDITIONElektrische stoelverstelling, Sportstoelen, Sfeerverlichting, Zij-airbags, Achter airbag, Inductieladen voor smartphones, Apple CarPlay, Lane Departure Warning Systeem","https://www.autoscout24.nl/aanbod/bmw-420-gran-coupe-aut-steptronic-edition-diesel-blauw-0de79587-b619-4eed-8ad1-9aa6fb7e640d","BMW","420","€ 22.995,-","127.000 km","Automatisch","05/2017","Diesel","140 kW (190 PK)","Particulier","Gebruikt","4","5","null","06/2023"
"1654879193-385","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=9","Bentley Continental GT 4.0 V8 GTC *Mulliner*Camera*ACC*Nekverwarming*DAdaptieve Cruise Control, Apple CarPlay, Regensensor, Stuurwielverwarming, Xenon verlichting, Multifunctioneel stuurwiel, Android Auto","https://www.autoscout24.nl/aanbod/bentley-continental-gt-4-0-v8-gtc-mulliner-camera-acc-nekverwarming-d-benzine-grijs-f3f1597b-411f-45dc-b741-95b3d5428b63","Bentley","Continental","€ 107.950,-","69.873 km","Automatisch","05/2013","Benzine","374 kW (508 PK)","Autobedrijf","Gebruikt","2","4","4x4","Nieuw"
"1654879565-419","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=11","Audi TTS Quattro Pro Line PlusParkeerhulp met camera, LED verlichting, Lane Departure Warning Systeem, Bochtverlichting, Digitale radio-ontvangst, 4x4, Geheel digitaal combi-instrument, Climate Control","https://www.autoscout24.nl/aanbod/audi-tts-quattro-pro-line-plus-benzine-zwart-8f9225b3-de71-47c2-8553-de2c5cef6803","Audi","TTS","€ 52.950,-","73.115 km","Automatisch","04/2019","Benzine","225 kW (306 PK)","Autobedrijf","Gebruikt","3","4","4x4","04/2023"
